case_type,fold,author,label,multimodal_logit,multimodal_probability,multimodal_threshold,multimodal_prediction,text_logit,text_probability,text_threshold,text_prediction,delta_p,multimodal_error_type,text_correct,text_error_type,multimodal_correct,valid_post_count,mean_similarity,sd_similarity,median_similarity,q1_similarity,q3_similarity,min_similarity,max_similarity,high_post_count,low_post_count,user_alignment_group,abs_delta_p,lowest_similarity_caption,lowest_similarity_image_path,lowest_post_similarity,highest_similarity_caption,highest_similarity_image_path,highest_post_similarity,manual_text_image_consistency,manual_image_extra_signal,manual_image_effect,manual_inconsistency_taxonomy_A_to_H,manual_identifiable_info,manual_notes
high_alignment_correct,3,the_trip_addict,0,-3.4207510948181152,0.0316531982662219,0.5230274241234272,0,-3.4674649238586426,0.0302522646801775,0.4703367025185562,0,0.0014009335860444,TN,True,TN,True,64.0,0.3255557673983276,0.0514575094063969,0.3127492666244507,0.2912546023726463,0.3533447459340095,0.240804523229599,0.4979473054409027,51.0,0.0,High,,"【李到晛退役後首個行程 世界巡迴粉絲見面會】💥🎤 李到晛 在《黑暗榮耀》與《壞媽媽》中憑藉細膩演技迅速累積人氣,《破墓》更獲電影新人獎,真係人氣與實力兼備呀。早前正式退役後即宣佈造福粉絲!首個行程就係搞世界巡迴粉絲見面會,7月26日香港站!粉絲暴動:「要帶定血包紙巾見Oppa,驚頂唔順佢嘅軍人body!」 2025 LEE DO HYUN FANMEETING [Re ▶️ DO HYUN] IN HONG KONG 🗓️ :2025 年 7 月 26 日 ( 星期六 ) 📍 : AXA安盛創夢館 (西沙GO PARK)",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/the_trip_addict/images/3632832249797651559_5992965715.jpg,0.240804523229599,"【Billie Eilish巡迴演唱會 8月東京連開兩場演唱會】🎤🔥 國際天后Billie Eilish 終於殺到亞洲!官方今日正式公布2025年8月16同17號巡演加開東京兩場,暫時係今次巡迴唯一亞洲站,之後唔知會唔會再加其他場次呢!聽聞歌單會有新碟《Hit Me Hard and Soft》嘅歌,仲有《bad guy》《Happier Than Ever》等hit爆金曲,買到飛請假都要去東京朝聖啦~ 官方預告今次舞台會有巨型水幕同激光特效,唔知會唔會重現Coachella濕身名場面?仲未計美國場有神秘嘉賓助陣,唔知東京站會唔會搵埋YOASOBI或者宇多田光合唱?票務詳情等緊官宣,記得mark實啦!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/the_trip_addict/images/3636603577482895872_5992965715.jpg,0.4979473054409027,一致,無,無明顯影響,,否,"caption 與圖片皆為中性內容，未見明顯心理健康相關線索
 圖片含文字截圖"
high_alignment_correct,0,healing.matters_,1,-0.1226193010807037,0.469383526268318,0.3377087362054896,1,-0.3030663430690765,0.4248080617934557,0.3292227008133845,1,0.0445754644748622,TP,True,TP,True,64.0,0.3174713628832251,0.0403112343248681,0.3200572729110718,0.2869157195091247,0.3426494598388672,0.2052537649869918,0.3920313715934753,47.0,2.0,High,,. Just believe You are unique You are good enough just the way you are.,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/healing.matters_/images/3495019127186404903_69548154290.jpg,0.2052537649869918,Healing from childhood wounds is an important topic in mental health. Please ❤️ if you would like to learn more. 療癒童年的傷痛是心理健康中一個重要的話題 如果你想了解更多請按 ❤️,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/healing.matters_/images/3526592608013186926_69548154290.jpg,0.3920313715934753,一致,無,無明顯影響,D,否,
high_alignment_correct,3,emo.girl.1314,0,-1.753216028213501,0.1476420218490911,0.5230274241234272,0,-0.9331142902374268,0.2822933198897862,0.4703367025185562,0,-0.1346512980406951,TN,True,TN,True,64.0,0.3012825527694076,0.0277744563353044,0.3078920394182205,0.2920819595456123,0.3164080381393432,0.2092812061309814,0.3671845197677612,50.0,4.0,High,,"歡迎加入「療 • 鬱」心理健康互助社群 個人資料有群組連結 「療 • 鬱」我們致力打造一個安全且具同理心的空間 。在這裡,我們強調保密且無評判的交流氛圍 ,讓每位成員都能在無壓力的環境中分享心情、表達情緒,並感受到被接納與支持 。不論你正在面對焦慮、壓力或其他情緒困擾,我們都在這裡陪伴你,一起走過低潮,迎向光明的未來。 特色功能與活動 • 情緒抒發管道與日記機制📝: 設有專門的情緒抒發頻道與每日情緒日記功能,鼓勵成員將內心感受以文字方式表達。研究指出,透過書寫日記可以增強情緒清晰度,並有效管理壓力和焦慮 ,有助於提升自我覺察與心理健康。 • 每週抽獎活動🎁: 每週日舉辦抽獎,凡當週參與撰寫情緒日記的成員都自動獲得抽獎資格,隨機抽出幸運獎品以資鼓勵,讓記錄心情的過程也能充滿期待。 • 定期互動活動🏅: 我們不定期舉辦各式互動活動,包括團體分享、心理小測驗、心情交流會等,每場活動都備有小獎勵,藉此活絡社群氣氛,並肯定大家的參與和努力。 • 知識分享與紓壓技巧📚: 社群氛圍活躍友善,成員間熱烈交流、互相扶持🤝。我們定期分享身心健康相關知識,以及各種舒緩壓力和情緒管理的方法,幫助大家提升認知、學習更多正向自我調適的技巧。 溫暖邀約 無論你是在掙扎中尋找出口,或只是想跟朋友分享心情,「療 • 鬱」都歡迎你踏進這個安全、溫暖的避風港。這裡有同樣曾歷經挑戰的夥伴,有專業人士的引導,以及彼此支持的力量。立即點擊伺服器連結加入我們,共同攜手,走向更健康、更光明的明天➡️ • 鬱」與你相遇,一起成為彼此最堅強的後盾! 加入我們,讓溫暖與支持伴你同行。 🕊️ ---追蹤emo girl 與你分享更多抗鬱日記",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/emo.girl.1314/images/3733004447689866892_60020187985.jpg,0.2092812061309814,🕊️ ---追蹤emo girl 與你分享更多抗鬱日記,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/emo.girl.1314/images/3584691907232483377_60020187985.jpg,0.3671845197677612,部分一致,有,幫助,B;D,否,
high_alignment_correct,4,hellotuday_,0,-2.66736102104187,0.0649270011059415,0.3484527497514231,0,-3.714730978012085,0.0237826025222103,0.3165906383918283,0,0.0411443985837312,TN,True,TN,True,64.0,0.297618379117921,0.0219613774198739,0.3014525771141052,0.2846071943640709,0.311529628932476,0.2355790734291076,0.3483793139457702,43.0,1.0,High,,"[Trip]-🇹🇼臺灣_新竹🚄 台北永和豆漿🫔 差點被我遺漏的 ,雖然 是連鎖店,但每家的味道真的不太一樣🤔 _ 🔖選擇 大陸餅加蛋 NTD.35 就是加蔥的山東大餅+蔥蛋的概念 大餅吃起來有嚼勁,越咀嚼越香 蔥蛋的存在就只是配角陪襯而已🤣 _ 🚩新竹市北區中山路291-293號 営05:00–10:30 _ -Hashtags-",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/hellotuday_/images/3625143648050254893_4561691127.jpg,0.2355790734291076,"[Trip]-🇹🇼臺灣_嘉義🚗 榮興茶行🥤 承辦瘋狂推薦的 ,通常 如果是排隊肯定是不錯喝的指標🤝🏼 _ 🔖選擇 花生冰淇淋烏龍(微糖/微冰) NTD.55 冰淇淋就是傳統花生冰的味道 也可以說是花生春捲的花生冰味 烏龍則是香氣不錯,稍微微澀感但不太明顯 混合冰一起飲用,尾韻會感受到淡淡花生香 必須說這杯喝起來特別,不是好喝也不是難喝 就是下次來到此我還是會再來買一杯的概念🤣 💬跟我一樣 應該是選這杯沒錯 _ 🚩嘉義市西區民族路601號 営️平日10:00-21:00 営假日10:00-18:00 _ -Hashtags-",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/hellotuday_/images/3604856234342017998_4561691127.jpg,0.3483793139457702,,,,,,
high_alignment_correct,2,blue.sea.life,1,2.8128669261932373,0.9433671811124472,0.1330126093082226,1,2.546001434326172,0.927304427745308,0.2395427346368431,1,0.0160627533671392,TP,True,TP,True,64.0,0.2974537443369627,0.0134069518340729,0.296316921710968,0.2906103134155273,0.3038908317685127,0.2698839902877807,0.3668214678764343,48.0,0.0,High,,"最近筆者迎來了中學生涯最後一個上課天。 回望過去,悲喜參半。悲的是疼惜中二那年的自己,十三歲便早早經歷抑鬱的折磨;喜的是身邊一直有人伴我前行,即使不理解亦無限支持著我。 非常不捨得這承載着青春的地方,每一個角落都有屬於我們的共同回憶,不管好壞亦成就了今天的大家。 我以為我早已熟悉離別這個課題,但原來我還是會哭泣、感慨、害怕。我怕大家以後會各散東西,我怕今後我們會成為曾經友好的陌路人,我怕我們的故事就此畫上句號。 我們不過是一程旅人,從我們降生開始,離別就未曾停止過。我們都是彼此人生中的過客,我們會路過各式各樣的客棧,但沒有人會永遠停留,我們始終還是要走上屬於自己的征途。 不論是生離或死別,都同樣殘酷、無情。既然命運讓我們在幾十億人中相識,又為甚麼不肯讓一切持續下去呢?究竟為甚麼人與人之間沒有永遠呢?我不清楚,我只知道我受夠了與人道別,我只知道未來還有更多離愁別緒要去釋懷。 如果改變不了所有人終會分道揚鑣的事實,那麼我們只有去好好感受當下的歡聲笑語、珍惜曾經為我們而停頓的時光,盡量別留下遺憾,即使分離已是遺憾的一種。 惜別。 #畢業#人生定律#blueseafeelings",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/blue.sea.life/images/3548960831994187820_51929676123.jpg,0.2698839902877807,"2023 年,對我而言是不太友好的一年。 2月某日,我第一次吞下30粒精神科藥物,住院日數達62天,歷時2個多月。 8月某日,我第三次住院。這次住得比較短,只住了十天左右。 11月某日,父親又一次傷害了我,我對他也徹底死心了。 2022年的時候,我以為自己無法見證2023的跨年,但我踉蹌地跑過了2023的冬天。 2024,我只希望你比2023溫柔,因為我看到很多努力生活、生存的人漸漸失去了當初的盼望。我求求你不要辜負他們的奮力掙扎吧,僅是生存在這個世上就已經奪走了他們太多的勇氣和熱誠。 新的一年不一定會更美好,但至少我們知道,在網絡的某個角落裡,我們彼此緊靠著彼此,一切的苦痛都有人理解,我們不是孤軍作戰。 多麼快啊,2024已悄悄的來臨了。 願一切順利,願時間的洪流對溫柔的人手下留情,願大家安好。 再見,2023 。 #新一年#blueseafeelings",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/blue.sea.life/images/3269937400436631840_51929676123.jpg,0.3668214678764343,,,,,,
high_alignment_correct,1,dailypaintingshare,1,2.48628306388855,0.9231745997271532,0.3226178336968301,1,2.2990317344665527,0.9087968158987556,0.4870751093923089,1,0.0143777838283976,TP,True,TP,True,30.0,0.2970347046852112,0.0209603892138592,0.294727474451065,0.2858923897147178,0.3020749315619468,0.2497324645519256,0.3779520094394684,20.0,0.0,High,,"《Capilano》 走進公園時, 你會忽然懷疑是否誤闖了某個古老結界。 枝葉把早上九點鐘篩得細到落在木棧道與苔蘚上時已非陽光,倒像時間磨下來的碎屑。每一步都踩在濕潤的木紋裡,腳底有深谷,有水聲,有樹根多年來緩慢而固執的呼吸。 橋身輕輕晃著,是森林的告誡:切勿背負太多塵世重擔。那些緊繃、疲憊,和難以言說的憂慮,到了這裡都得放輕;否則,將驚動那些在年輪深處睡了太久的神明。 我尤其喜歡這裡的綠,那是帶著野性、苔痕、雨水與泥土氣味的綠。它們不急著取悅任何人,只是長著,濕著,老著,把風藏進枝葉,把雨掩進樹皮,偶爾在一道清晨落下時,才讓整片森林潤醒。 人站在其中,會忽然變得渺小,小到那些曾經在心頭緊緊握住的結也只能安靜排隊,等森林願意慢慢聽。 可是仙境裡也有現實,例如烏鴉。 牠們帶著幾分不禮貌的沈默站在欄杆上,冷冷打量遊客手裡的紙袋、麵包屑,和不該被帶進森林的鹽分。 而我手裡正有一份薯條,鹹到彷彿所有觀光區的喧囂都被濃縮在幾根金黃。然而它仍被我小心護著,像守護一件偷渡進神域的俗物;以此證明我終究不是朝聖者,只是一個飢腸轆轆的貪婪旅人。 烏鴉看著我,我也看著牠。￼ 那一瞬間,森林的神性似乎裂開了一道很細的縫,露出一隻過分聰明的黑鳥和一份近乎荒謬的薯條。 也正是如此, Capilano才沒有成為一張完美擺拍的風景照。 它有霧、有雨、有山谷、有古樹, 也有被啄出聲響的人間瑣碎。 - 那天離開時,我覺得自己像從結界裡被輕輕放回來, 只是身上多了一點潮濕的木香,一點苔蘚的寒意,一點森林未說出口的寬恕。 還有一點很鹹很鹹的人間。￼",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/dailypaintingshare/images/3888445679954247311_51778384923.jpg,0.2497324645519256,"祈禱之手:從藝術到醫學 Albrecht Dürer的《Praying Hands》是西方世界中最被廣為復刻的一幅祈禱畫。 這幅畫表面上是《Heller-Altar》(僅存副本)這幅畫當中, 針對聖母升天時使徒的手的研究草稿, 但背後有個很感人的故事。 杜勒家中人口眾多有18個孩子, 因此即使杜勒爸爸是有名的金匠、 即使杜勒家不只一人有藝術天份, 也很難讓每個小孩子都去學藝術。 於是,杜勒的哥哥主動提出要留下來工作, 賺取費用讓杜勒好好去學畫。 杜勒也很爭氣,二十多歲就已經名揚歐洲,而當他回到德國以後,杜勒告訴哥哥,自己已經有名也有錢了,現在換他來供給哥哥學費吧! 哥哥卻表示, 自己常年的工作已經讓雙手飽經風霜,長滿了繭。 光是舉杯慶祝杜勒回來就很困難了,更何況是握畫筆或雕刻刀,看到杜勒實現了自己的夢想,還是非常欣慰。 不知道過了多久,杜勒發現哥哥在祈禱。 哥哥說「主啊,我的手已經無法讓我成為藝術家了,那就請您將我的才華賜給杜勒吧!」 杜勒為之動容,便想道,儘管哥哥的手已經無法再作畫,自己還是要把他的手及犧牲奉獻的精神永遠留下來,讓大家看畫時,會聯想到任何一雙刻滿苦力痕跡的手,都是高貴聖潔且美麗的。 因此就有了這幅《Praying Hands》。 愛看畫的小白衣, 從今天開始,想在這裡留下一些藝術 × 醫學的小故事。 從畫裡讀人,也從醫學裡讀懂生命。 希望這些小小的分享, 能讓知識多一點溫度,讓觀看多一點理解👩🏻 ⚕️",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/dailypaintingshare/images/3862477406729358957_51778384923.jpg,0.3779520094394684,,,,,,
high_alignment_correct,3,superbearloveeat,0,-1.928533673286438,0.1269129691519596,0.5230274241234272,0,-2.755821704864502,0.0597587029598671,0.4703367025185562,0,0.0671542661920925,TN,True,TN,True,64.0,0.296648780349642,0.016753997511498,0.2993507236242294,0.2858328372240066,0.3077344074845314,0.2549882531166076,0.3302386999130249,46.0,0.0,High,,"每次說台中海線的風很狂的時候,就會有人跳出來說新竹的風更瘋~所以我要開放給大家投票!!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/superbearloveeat/images/3748170198076796664_3246931925.jpg,0.2549882531166076,"【健康管理小幫手】 大家也有下載健保快易通 APP 嗎? ᐕ)ノ 我自己覺得「健康存摺」真的很方便耶! 除了可以查就醫和用藥紀錄,還能看到檢查報告、追蹤慢性病數值,甚至進行疾病風險評估~ 還會貼心提醒你什麼時候該檢查、回診,手機打開就能一目了然自己的健康數據,真的超實用! 現在健保署還推出了 「大家醫計劃」✨ 透過家庭醫師照護制度,讓病人不用東奔西跑不同診所或醫院,而是在同一間熟悉的醫療院所裡,就能整合醫療資訊,持續追蹤病情、安排檢查,得到完整照護! 我覺得這樣的制度,讓民眾能更妥善管理自己的健康狀況~ 謝謝我們的健保與醫療體系, 默默提供我們完善又貼心的照顧",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/superbearloveeat/images/3719911949850517671_3246931925.jpg,0.3302386999130249,,,,,,
high_alignment_correct,0,hanburger_itjan,1,-0.3820199370384216,0.4056398053403803,0.3377087362054896,1,-0.6224102973937988,0.3492334655896064,0.3292227008133845,1,0.0564063397507739,TP,True,TP,True,23.0,0.2962175439233365,0.0171841180179588,0.2943633496761322,0.2842232286930084,0.3075418025255203,0.2611126005649566,0.3361903727054596,16.0,0.0,High,,23歲快樂,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/hanburger_itjan/images/3016934892083700226_32916940931.jpg,0.2611126005649566,愛情的小船說翻就翻 - 🎨,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/hanburger_itjan/images/2815522114048899523_32916940931.jpg,0.3361903727054596,,,,,,
high_alignment_correct,0,daidaimeme.pdf,0,-2.9795563220977783,0.0483580424829369,0.3377087362054896,0,-2.502768278121948,0.0756643411547079,0.3292227008133845,0,-0.0273062986717709,TN,True,TN,True,64.0,0.2958194359671324,0.0198466250999102,0.2997136265039444,0.288827933371067,0.3086171895265579,0.2316737920045852,0.330100417137146,48.0,2.0,High,,當我上廁所沒滑手機就知道事情的嚴重性了 ——,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/daidaimeme.pdf/images/3545141595148460647_45713114847.jpg,0.2316737920045852,這下午會呈現彌留狀態 ——,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/daidaimeme.pdf/images/3615432954870331568_45713114847.jpg,0.330100417137146,,,,,,
high_alignment_correct,4,foodie_nana_,0,-2.9600486755371094,0.0492637262270509,0.3484527497514231,0,-3.857874631881714,0.0206762895254493,0.3165906383918283,0,0.0285874367016016,TN,True,TN,True,64.0,0.295573542593047,0.0281839188539783,0.2955581992864609,0.2811800613999367,0.3115302473306656,0.2140687555074691,0.3509213030338287,38.0,4.0,High,,- 🏠居高風味 📍 「屏東超人氣的原住民風味景觀餐廳」 沒訂位真的一位難求啊~ 而且還有招牌的 一定要預定才吃得到! 還有很多特色的熱炒料理 我很愛的是 脆脆的口感 搭配超肥厚的蝦肉真的很好吃 不得不說這邊的夜景🌃真的很漂亮 但是有很多「大自然的生物🪲」會來陪你吃飯 會介意的人還是要三思喔🤣🤣 不過還蠻適合帶家人來聚餐或是慶祝的! · -ɴᴀɴᴀғᴏᴏᴅ- 🏠地址:屏東縣三地門鄉中正路二段168號 🌻營業時間: 11:30~14:30 17:00~20:00 🚷每週三公休 ☎️電話:08-7994288 💁🏻 ♀️推薦指數:➎/9 ——————,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/foodie_nana_/images/3428551005484940420_1911646380.jpg,0.2140687555074691,➖「終於吃到嘉義火雞肉飯的天花板! 」 📍 · 到嘉義吃雞肉飯雖然已經是稀鬆平常的事 但吃到人生第一名的火雞肉飯 真的會感動到哭欸 什麼谷歌評論 、IG 、YT 上看到的網紅雞肉飯都吃過一輪 雖然不難吃但也沒有驚艷到我 但這家是吃過會想衝回嘉義再吃一次😂 不僅價格便宜得得得 而且雞肉飯該有的 鹹度、香氣、油蔥、飯的口感 都表現的很完美😍 最喜歡他們的 嫩到一個不行! 而且小菜都很清爽乾淨🥬👍🏻 店面小小的 真的是在地人帶路才知道 有要來嘉義玩的朋友先存起來就對了~ · 💰價格一覽表: 🍚火雞肉飯 $25(小)|$35(大) 🍚火雞肉片飯 $45(小)|$50(大) 🥓火雞肉片 $50 🍲筍絲排骨湯 $25 🥬綜合青菜 $70 🧆涼拌豬肝 $20 · -ɴᴀɴᴀғᴏᴏᴅ- 🏠地址:嘉義市東區大雅路二段591號 🌻營業時間: 8:00~14:00 16:00~19:30 🚷每週一公休 ☎️電話:05-2762679 💁🏻 ♀️推薦指數:➒/9 ——————,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/foodie_nana_/images/3540988391544847495_1911646380.jpg,0.3509213030338287,,,,,,
