fold,author,label,multimodal_logit,multimodal_probability,multimodal_threshold,multimodal_prediction,text_logit,text_probability,text_threshold,text_prediction,delta_p,multimodal_error_type,text_correct,text_error_type,multimodal_correct,valid_post_count,mean_similarity,sd_similarity,median_similarity,q1_similarity,q3_similarity,min_similarity,max_similarity,high_post_count,low_post_count,user_alignment_group
0,thirty6____,1,2.915381908416748,0.948601602528052,0.3377087362054896,1,2.1632540225982666,0.8969008359753045,0.3292227008133845,1,0.05170076655274758,TP,True,TP,True,64.0,0.2846046984195709,0.01522481945061367,0.2858961671590805,0.2750069126486778,0.2939809188246727,0.24351781606674194,0.32052046060562134,28.0,0.0,High
0,forget_me_003,1,0.1048523113131523,0.5261890886378382,0.3377087362054896,1,-0.2348418086767196,0.4415578947327063,0.3292227008133845,1,0.08463119390513191,TP,True,TP,True,38.0,0.24764205397743927,0.021950940409656047,0.2499900609254837,0.2296183966100216,0.2650095447897911,0.20785535871982574,0.28902339935302734,1.0,15.0,Low
0,tracy_y.n,1,1.6825884580612185,0.8432469814781269,0.3377087362054896,1,1.3359289169311523,0.7918196561019972,0.3292227008133845,1,0.05142732537612971,TP,True,TP,True,64.0,0.24625111906789243,0.036889604841905836,0.2386225387454033,0.2260081171989441,0.25931455940008163,0.16723616421222687,0.4350240230560303,6.0,34.0,Low
0,_feifei_words_,1,3.298470497131348,0.9643763024971168,0.3377087362054896,1,2.9483532905578613,0.9501856026261984,0.3292227008133845,1,0.014190699870918366,TP,True,TP,True,58.0,0.2766253287936079,0.02209549367318747,0.2800769805908203,0.26330065727233887,0.2909039035439491,0.21450616419315338,0.33267050981521606,18.0,3.0,Medium
0,depression_no_heart,1,3.536320686340332,0.9717037224857664,0.3377087362054896,1,3.2072079181671143,0.9611046247424132,0.3292227008133845,1,0.010599097743353214,TP,True,TP,True,64.0,0.2735974348615855,0.021310494693555993,0.27494925260543823,0.25818173587322235,0.28762464225292206,0.2233750820159912,0.3200656771659851,16.0,5.0,Medium
0,moodie_raven,1,1.4739253520965576,0.8136532871661183,0.3377087362054896,1,0.9116904139518738,0.7133459491468144,0.3292227008133845,1,0.10030733801930392,TP,True,TP,True,63.0,0.250673904541939,0.029241797196464955,0.2498912662267685,0.22507429867982864,0.2703733742237091,0.1823919415473938,0.3059544563293457,7.0,25.0,Medium
0,tuanzi.io,1,2.8631603717803955,0.9459949858497816,0.3377087362054896,1,2.2451963424682617,0.9042353752859948,0.3292227008133845,1,0.04175961056378674,TP,True,TP,True,34.0,0.25041911400416317,0.023353151434632305,0.2508454769849777,0.2335190325975418,0.26669154316186905,0.19941458106040955,0.29327502846717834,1.0,11.0,Medium
0,xyyc18.02,1,-1.2482564449310305,0.2230021024733084,0.3377087362054896,0,-0.7213282585144043,0.3271005584379576,0.3292227008133845,0,-0.1040984559646492,FN,False,FN,False,50.0,0.2404304900765419,0.03320364915988156,0.2384970337152481,0.22119205445051193,0.25934287905693054,0.15695257484912872,0.3100750148296356,4.0,26.0,Low
0,blue_tears_egg,1,3.214094877243042,0.9613612606728807,0.3377087362054896,1,2.3181440830230717,0.9103686175922134,0.3292227008133845,1,0.05099264308066731,TP,True,TP,True,64.0,0.2831211166922003,0.028342881436808482,0.2889498621225357,0.27330488711595535,0.3017374128103256,0.17329464852809906,0.3464401364326477,34.0,7.0,High
0,shuyu.minmin2.0,1,3.510818719863892,0.9709940319929552,0.3377087362054896,1,2.98322868347168,0.9518106778783808,0.3292227008133845,1,0.01918335411457439,TP,True,TP,True,64.0,0.2846011579968035,0.014698192380838566,0.28693121671676636,0.2766403779387474,0.29306212067604065,0.2161552608013153,0.3104791045188904,30.0,1.0,High
