fold,user_id,label,position,risk_prob,raw_prob,logit,n_posts_used,mode
3,healing.matters_,1,0,0.13549119185904696,0.3173080086708069,-0.7661709785461426,1,rolling
3,healing.matters_,1,1,0.22892804109508008,0.41047289967536926,-0.3620107173919678,2,rolling
3,healing.matters_,1,2,0.29935880174692225,0.4671153426170349,-0.13172867894172668,3,rolling
3,healing.matters_,1,3,0.3376997257989983,0.4950277805328369,-0.01988944411277771,4,rolling
3,healing.matters_,1,4,0.349331028545324,0.5031852126121521,0.012740962207317352,5,rolling
3,healing.matters_,1,5,0.37487611620615463,0.5206692814826965,0.08272421360015869,6,rolling
3,healing.matters_,1,6,0.38295905789049556,0.5260893106460571,0.10445231199264526,7,rolling
3,healing.matters_,1,7,0.39032476413877476,0.5309855341911316,0.12410107254981995,8,rolling
3,healing.matters_,1,8,0.4388467926478612,0.5623458027839661,0.25068798661231995,8,rolling
3,healing.matters_,1,9,0.4490860488718015,0.5687929391860962,0.276928186416626,8,rolling
3,healing.matters_,1,10,0.4455331857130692,0.5665618181228638,0.26783692836761475,8,rolling
3,healing.matters_,1,11,0.434750239074854,0.5597514510154724,0.24015358090400696,8,rolling
3,healing.matters_,1,12,0.4365714577515378,0.5609059929847717,0.2448396384716034,8,rolling
3,healing.matters_,1,13,0.4250262840088484,0.5535570979118347,0.21505343914031982,8,rolling
3,healing.matters_,1,14,0.42200416754676034,0.55162113904953,0.20722293853759766,8,rolling
3,healing.matters_,1,15,0.40776733313792113,0.542427659034729,0.17011970281600952,8,rolling
3,healing.matters_,1,16,0.39735245679681813,0.5356205701828003,0.14272403717041016,8,rolling
3,healing.matters_,1,17,0.39755956998283515,0.5357566475868225,0.14327113330364227,8,rolling
3,healing.matters_,1,18,0.4072026753364185,0.5420604348182678,0.16864022612571716,8,rolling
3,healing.matters_,1,19,0.41018018198985623,0.5439945459365845,0.17643454670906067,8,rolling
3,healing.matters_,1,20,0.4192019193681617,0.5498213171958923,0.19994860887527466,8,rolling
3,healing.matters_,1,21,0.4143096963533068,0.5466678142547607,0.1872161626815796,8,rolling
3,healing.matters_,1,22,0.4256957970835487,0.5539852976799011,0.2167862057685852,8,rolling
3,healing.matters_,1,23,0.4378568686607414,0.5617197155952454,0.24814438819885254,8,rolling
3,healing.matters_,1,24,0.45177199378934874,0.570475697517395,0.28379225730895996,8,rolling
3,healing.matters_,1,25,0.4487658476826094,0.5685921311378479,0.27610939741134644,8,rolling
3,healing.matters_,1,26,0.44068499612339085,0.563507080078125,0.2554079294204712,8,rolling
3,healing.matters_,1,27,0.4455441602132827,0.5665686726570129,0.26786503195762634,8,rolling
3,healing.matters_,1,28,0.4456649530489149,0.5666446685791016,0.26817435026168823,8,rolling
3,healing.matters_,1,29,0.45939673004044296,0.5752343535423279,0.30323994159698486,8,rolling
3,healing.matters_,1,30,0.4485027862842076,0.5684270858764648,0.2754366397857666,8,rolling
3,healing.matters_,1,31,0.45332331118195135,0.5714460611343384,0.2877534329891205,8,rolling
3,healing.matters_,1,32,0.45069047014689395,0.5697985291481018,0.28102925419807434,8,rolling
3,healing.matters_,1,33,0.44107391303420573,0.5637525916099548,0.2564060091972351,8,rolling
