fold,user_id,label,position,risk_prob,raw_prob,logit,n_posts_used,mode
0,md_notes,1,0,0.17258516658377362,0.32871708273887634,-0.7139932513237,1,rolling
0,md_notes,1,1,0.3002446947769097,0.44358131289482117,-0.22663983702659607,2,rolling
0,md_notes,1,2,0.3553906239755735,0.48569294810295105,-0.05724378675222397,3,rolling
0,md_notes,1,3,0.3753285596255858,0.5002166032791138,0.0008663758635520935,4,rolling
0,md_notes,1,4,0.3898929174470955,0.5106307864189148,0.042529694736003876,5,rolling
0,md_notes,1,5,0.38759782156505895,0.5089999437332153,0.03600360453128815,6,rolling
0,md_notes,1,6,0.3854972492491122,0.5075040459632874,0.03001820296049118,7,rolling
0,md_notes,1,7,0.3768031784937726,0.5012782216072083,0.005112729966640472,8,rolling
0,md_notes,1,8,0.41077234132867524,0.5253048539161682,0.1013060137629509,8,rolling
0,md_notes,1,9,0.4152088839142511,0.5283872485160828,0.11367122083902359,8,rolling
0,md_notes,1,10,0.4065905003688295,0.5223884582519531,0.08961363881826401,8,rolling
0,md_notes,1,11,0.40830807168724215,0.5235875844955444,0.094420425593853,8,rolling
0,md_notes,1,12,0.4097643456339081,0.5246028900146484,0.09849103540182114,8,rolling
0,md_notes,1,13,0.42611015334393376,0.5359121561050415,0.14389652013778687,8,rolling
0,md_notes,1,14,0.4447040694989849,0.5485985279083252,0.19500970840454102,8,rolling
0,md_notes,1,15,0.47469587401542424,0.5687183141708374,0.27662402391433716,8,rolling
0,md_notes,1,16,0.47708932694643275,0.5703080296516418,0.2831079065799713,8,rolling
0,md_notes,1,17,0.4781189287969319,0.5709911584854126,0.2858962118625641,8,rolling
0,md_notes,1,18,0.4906161176885663,0.5792528986930847,0.3197072446346283,8,rolling
0,md_notes,1,19,0.49130798064330355,0.5797087550163269,0.3215777575969696,8,rolling
0,md_notes,1,20,0.4925336030426985,0.5805158019065857,0.3248911201953888,8,rolling
0,md_notes,1,21,0.4894590782862396,0.5784902572631836,0.31657886505126953,8,rolling
0,md_notes,1,22,0.48505435060314006,0.5755828619003296,0.3046663701534271,8,rolling
0,md_notes,1,23,0.47709313422720834,0.5703105330467224,0.28311821818351746,8,rolling
0,md_notes,1,24,0.49065569019438915,0.5792789459228516,0.3198142349720001,8,rolling
0,md_notes,1,25,0.48862870348320786,0.5779426693916321,0.3143335282802582,8,rolling
0,md_notes,1,26,0.48316390251040603,0.5743329524993896,0.2995518743991852,8,rolling
0,md_notes,1,27,0.4817002223689362,0.5733643770217896,0.2955910861492157,8,rolling
0,md_notes,1,28,0.47012005679211566,0.5656731128692627,0.2642190754413605,8,rolling
0,md_notes,1,29,0.4752206563446662,0.569067120552063,0.2780459225177765,8,rolling
0,md_notes,1,30,0.4737491619548949,0.5680890083312988,0.2740585207939148,8,rolling
0,md_notes,1,31,0.4704224209249471,0.5658746361732483,0.2650391757488251,8,rolling
0,md_notes,1,32,0.46377583669165134,0.5614372491836548,0.24699702858924866,8,rolling
0,md_notes,1,33,0.4561254750663721,0.5563067197799683,0.22618642449378967,8,rolling
0,md_notes,1,34,0.45426036651286306,0.5550521016120911,0.22110477089881897,8,rolling
0,md_notes,1,35,0.456522914327377,0.5565739274024963,0.22726884484291077,8,rolling
0,md_notes,1,36,0.4682076084158794,0.5643979907035828,0.2590305507183075,8,rolling
0,md_notes,1,37,0.4674676936594546,0.5639042258262634,0.2570224702358246,8,rolling
0,md_notes,1,38,0.4617431097044919,0.5600764751434326,0.2414725124835968,8,rolling
0,md_notes,1,39,0.46287169662590744,0.5608322024345398,0.24454018473625183,8,rolling
0,md_notes,1,40,0.45118618989610093,0.5529806613922119,0.21272119879722595,8,rolling
0,md_notes,1,41,0.4602952297470349,0.559106171131134,0.23753538727760315,8,rolling
0,md_notes,1,42,0.47580134529074836,0.5694528818130493,0.27961912751197815,8,rolling
0,md_notes,1,43,0.4801343354501727,0.5723273158073425,0.291352778673172,8,rolling
0,md_notes,1,44,0.48235223430487767,0.5737959146499634,0.2973555624485016,8,rolling
0,md_notes,1,45,0.4778358684279739,0.5708034038543701,0.28512969613075256,8,rolling
0,md_notes,1,46,0.48332502212756373,0.574439525604248,0.2999878227710724,8,rolling
0,md_notes,1,47,0.4881574274693781,0.5776317715644836,0.31305912137031555,8,rolling
0,md_notes,1,48,0.49802206973926094,0.5841240286827087,0.3397262990474701,8,rolling
0,md_notes,1,49,0.4986805859509697,0.5845563411712646,0.34150609374046326,8,rolling
0,md_notes,1,50,0.4809516408530941,0.5728687047958374,0.2935650646686554,8,rolling
0,md_notes,1,51,0.47838661646725544,0.5711687207221985,0.2866210639476776,8,rolling
0,md_notes,1,52,0.47749354069424177,0.5705762505531311,0.2842026352882385,8,rolling
0,md_notes,1,53,0.4804745474071427,0.5725526809692383,0.29227370023727417,8,rolling
0,md_notes,1,54,0.48273906937684563,0.5740519165992737,0.298402339220047,8,rolling
0,md_notes,1,55,0.4836285351438335,0.5746402740478516,0.30080902576446533,8,rolling
0,md_notes,1,56,0.4844303714948882,0.5751704573631287,0.30297836661338806,8,rolling
0,md_notes,1,57,0.47755405481130275,0.5706164240837097,0.28436651825904846,8,rolling
0,md_notes,1,58,0.4829980393150658,0.5742232203483582,0.2991030812263489,8,rolling
0,md_notes,1,59,0.48285663065346573,0.5741297006607056,0.29872044920921326,8,rolling
0,md_notes,1,60,0.4813846345398589,0.5731554627418518,0.29473698139190674,8,rolling
0,md_notes,1,61,0.4826493963199037,0.5739925503730774,0.2981596887111664,8,rolling
0,md_notes,1,62,0.48165753968446473,0.573336124420166,0.295475572347641,8,rolling
0,md_notes,1,63,0.4766542142175627,0.5700191855430603,0.2819294035434723,8,rolling
