user_id,fold,y_true,y_pred,error_type,y_raw_prob,y_prob,threshold,decision_margin,signed_margin,text_valid_count,image_valid_count,text_valid_ratio,image_valid_ratio,padding_amount
lam_word,4,0,1,FP,0.6294564604759216,0.5393151640892029,0.399370515080602,0.13994464900860087,0.13994464900860087,64.0,64.0,1.0,1.0,0
fpcchannel.tomi,3,0,1,FP,0.6052728891372681,0.5084066987037659,0.3962877080277819,0.11211899067598396,0.11211899067598396,64.0,64.0,1.0,1.0,0
vickyweiskin,3,0,1,FP,0.5923579335212708,0.4871635735034942,0.3962877080277819,0.0908758654757123,0.0908758654757123,64.0,64.0,1.0,1.0,0
ahniucindyliu,3,0,1,FP,0.5913872122764587,0.4855767786502838,0.3962877080277819,0.08928907062250191,0.08928907062250191,64.0,64.0,1.0,1.0,0
esther_ann9453,4,0,1,FP,0.5947659015655518,0.4815942049026489,0.399370515080602,0.08222368982204692,0.08222368982204692,38.0,38.0,0.59375,0.59375,26
dep_tattoos,4,0,1,FP,0.5874233245849609,0.4696093201637268,0.399370515080602,0.0702388050831248,0.0702388050831248,64.0,64.0,1.0,1.0,0
zoezoeliao,3,0,1,FP,0.5788248181343079,0.4651772379875183,0.3962877080277819,0.0688895299597364,0.0688895299597364,64.0,64.0,1.0,1.0,0
ed.stories,2,0,1,FP,0.5884546637535095,0.4947061240673065,0.4276362376663735,0.06706988640093303,0.06706988640093303,64.0,64.0,1.0,1.0,0
nick.tsai2143,3,0,1,FP,0.5775686502456665,0.4631522595882416,0.3962877080277819,0.06686455156045967,0.06686455156045967,64.0,64.0,1.0,1.0,0
the_bard_mo,3,0,1,FP,0.5765566229820251,0.4615228474140167,0.3962877080277819,0.06523513938623482,0.06523513938623482,64.0,64.0,1.0,1.0,0
